complexes	complex	subunits	reactions	genes	coefficients	cofactors	notes	stoichiometry	compartment	molar_mass
cplx_COMPLEX_PRDX2_TXN_pc	cplx_COMPLEX_PRDX2_TXN	protein_PRDX2_pc;protein_TXN_pc	PRDX2TRDXRD	PRDX2;TXN	2;2			protein_PRDX2_pc(2);protein_TXN_pc(2)	pc	67242.09199999999
cplx_COMPLEX_PRDX2_TXN1L_pc	cplx_COMPLEX_PRDX2_TXN1L	protein_PRDX2_pc;protein_TXNL1_pc	PRDX2TRDXRD	PRDX2;TXNL1	2;2			protein_PRDX2_pc(2);protein_TXNL1_pc(2)	pc	108253.21000000002
cplx_HOMODIMER_PRDX4_pc	cplx_HOMODIMER_PRDX4	protein_PRDX4_pc	PRDX2OX2;PRDX2OX1;PRDX2SO2OX1;PRDX2SOOX1;PRDX2SOR	PRDX4	2			protein_PRDX4_pc(2)	pc	61067.11400000004
cplx_COMPLEX_PRDX4_SRXN1_pc	cplx_COMPLEX_PRDX4_SRXN1	protein_PRDX4_pc;protein_SRXN1_pc	SRDX1GTHRD	PRDX4;SRXN1	2;1			protein_PRDX4_pc(2);protein_SRXN1_pc(1)	pc	75327.13800000004
cplx_COMPLEX_PRDX4_TXN_pc	cplx_COMPLEX_PRDX4_TXN	protein_PRDX4_pc;protein_TXN_pc	PRDX2TRDXRD	PRDX4;TXN	2;2			protein_PRDX4_pc(2);protein_TXN_pc(2)	pc	84531.84600000003
cplx_COMPLEX_PRDX4_TXN1L_pc	cplx_COMPLEX_PRDX4_TXN1L	protein_PRDX4_pc;protein_TXNL1_pc	PRDX2TRDXRD	PRDX4;TXNL1	2;2			protein_PRDX4_pc(2);protein_TXNL1_pc(2)	pc	125542.96400000007
cplx_MONOMER_PRDX5_pc	cplx_MONOMER_PRDX5	protein_PRDX5_pc	PRDX2OX2;PRDX2OX1;PRDX2SOR	PRDX5	1			protein_PRDX5_pc(1)	pc	17030.58599999998
cplx_COMPLEX_PRDX5_TXN_pc	cplx_COMPLEX_PRDX5_TXN	protein_PRDX5_pc;protein_TXN_pc	PRDX2TRDXRD	PRDX5;TXN	2;2			protein_PRDX5_pc(2);protein_TXN_pc(2)	pc	57525.903999999966
cplx_COMPLEX_PRDX5_TXNL1_pc	cplx_COMPLEX_PRDX5_TXNL1	protein_PRDX5_pc;protein_TXNL1_pc	PRDX2TRDXRD	PRDX5;TXNL1	2;2			protein_PRDX5_pc(2);protein_TXNL1_pc(2)	pc	98537.022
cplx_HOMODIMER_PRDX6_pc	cplx_HOMODIMER_PRDX6	protein_PRDX6_pc	PCPLA2;HPETE11GTHR;HPETE12GTHR;HPETE15GTHR;HPETE5GTHR;HPETE8GTHR;HPETE9GTHR;HPDHA10GTHR;HPDHA11GTHR;HPDHA13GTHR;HPDHA14GTHR;HPDHA16GTHR;HPDHA17GTHR;HPDHA20GTHR;HPDHA4GTHR;HPDHA7GTHR;HPDHA8GTHR;HPEPE11GTHR;HPEPE12GTHR;HPEPE15GTHR;HPEPE18GTHR;HPEPE5GTHR;HPEPE8GTHR;HPEPE9GTHR;2OHE1PX;2OHE2PX;4OHE1PX;4OHE2PX;PCOPLA2;PCPPLA2;PEPPLA2;LPCAT;HPODE13GTHR;HPODE9GTHR;56DHIPX;ADRNLPX_L;DOPAPX_L;DPAMPX_L;LADRNCHRPX;LDPAMCHRPX;LDPCHRPX_L;LNRPPHRCHRPX;NRPPHRPX_L;PGG1GTHR;PGG2GTHR;PGG3GTHR;MEOHP;PRDX1GTHDG;PRDX1OX1	PRDX6	2			protein_PRDX6_pc(2)	pc	50065.44200000002
cplx_HETEROTRIMER_PRKAA1_PRKAB1_PRKAG1_pc	cplx_HETEROTRIMER_PRKAA1_PRKAB1_PRKAG1	protein_PRKAA1_pc;protein_PRKAB1_pc;protein_PRKAG1_pc	PROTSK;PROTTK	PRKAA1;PRKAB1;PRKAG1	1;1;1			protein_PRKAA1_pc(1);protein_PRKAB1_pc(1);protein_PRKAG1_pc(1)	pc	131963.68500000035
cplx_MONOMER_PRKACA_pc	cplx_MONOMER_PRKACA	protein_PRKACA_pc	PROTSK;PROTTK	PRKACA	1		ASSUMED MONOMER	protein_PRKACA_pc(1)	pc	40594.30400000003
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A_pc	cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A	protein_PRKACA_pc;protein_PRKACB_pc;protein_PRKAR1A_pc	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1A	1;1;2			protein_PRKACA_pc(1);protein_PRKACB_pc(1);protein_PRKAR1A_pc(2)	pc	167168.0810000003
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A_PRKAR1B_pc	cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A_PRKAR1B	protein_PRKACA_pc;protein_PRKACB_pc;protein_PRKAR1A_pc;protein_PRKAR1B_pc	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1A;PRKAR1B	1;1;1;1			protein_PRKACA_pc(1);protein_PRKACB_pc(1);protein_PRKAR1A_pc(1);protein_PRKAR1B_pc(1)	pc	167259.34300000028
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A_PRKAR2A_pc	cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A_PRKAR2A	protein_PRKACA_pc;protein_PRKACB_pc;protein_PRKAR1A_pc;protein_PRKAR2A_pc	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1A;PRKAR2A	1;1;1;1			protein_PRKACA_pc(1);protein_PRKACB_pc(1);protein_PRKAR1A_pc(1);protein_PRKAR2A_pc(1)	pc	169694.7100000003
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1A_PRKAR2B	protein_PRKACA_pc;protein_PRKACB_pc;protein_PRKAR1A_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1A;PRKAR2B	1;1;1;1			protein_PRKACA_pc(1);protein_PRKACB_pc(1);protein_PRKAR1A_pc(1);protein_PRKAR2B_pc(1)	pc	170474.3620000003
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1B_pc	cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1B	protein_PRKACA_pc;protein_PRKACB_pc;protein_PRKAR1B_pc	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1B	1;1;2			protein_PRKACA_pc(1);protein_PRKACB_pc(1);protein_PRKAR1B_pc(2)	pc	167350.60500000027
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1B_PRKAR2A_pc	cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1B_PRKAR2A	protein_PRKACA_pc;protein_PRKACB_pc;protein_PRKAR1B_pc;protein_PRKAR2A_pc	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1B;PRKAR2A	1;1;1;1			protein_PRKACA_pc(1);protein_PRKACB_pc(1);protein_PRKAR1B_pc(1);protein_PRKAR2A_pc(1)	pc	169785.9720000003
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1B_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR1B_PRKAR2B	protein_PRKACA_pc;protein_PRKACB_pc;protein_PRKAR1B_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR1B;PRKAR2B	1;1;1;1			protein_PRKACA_pc(1);protein_PRKACB_pc(1);protein_PRKAR1B_pc(1);protein_PRKAR2B_pc(1)	pc	170565.6240000003
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR2A_pc	cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR2A	protein_PRKACA_pc;protein_PRKACB_pc;protein_PRKAR2A_pc	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR2A	1;1;2			protein_PRKACA_pc(1);protein_PRKACB_pc(1);protein_PRKAR2A_pc(2)	pc	172221.33900000036
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR2A_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR2A_PRKAR2B	protein_PRKACA_pc;protein_PRKACB_pc;protein_PRKAR2A_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR2A;PRKAR2B	1;1;1;1			protein_PRKACA_pc(1);protein_PRKACB_pc(1);protein_PRKAR2A_pc(1);protein_PRKAR2B_pc(1)	pc	173000.99100000033
cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACA_PRKACB_PRKAR2B	protein_PRKACA_pc;protein_PRKACB_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACA;PRKACB;PRKAR2B	1;1;2			protein_PRKACA_pc(1);protein_PRKACB_pc(1);protein_PRKAR2B_pc(2)	pc	173780.64300000033
cplx_HETEROTETRAMER_PRKACA_PRKAR1A_pc	cplx_HETEROTETRAMER_PRKACA_PRKAR1A	protein_PRKACA_pc;protein_PRKAR1A_pc	PROTSK;PROTTK	PRKACA;PRKAR1A	2;2			protein_PRKACA_pc(2);protein_PRKAR1A_pc(2)	pc	167135.0540000003
cplx_HETEROTETRAMER_PRKACA_PRKAR1A_PRKAR1B_pc	cplx_HETEROTETRAMER_PRKACA_PRKAR1A_PRKAR1B	protein_PRKACA_pc;protein_PRKAR1A_pc;protein_PRKAR1B_pc	PROTSK;PROTTK	PRKACA;PRKAR1A;PRKAR1B	2;1;1			protein_PRKACA_pc(2);protein_PRKAR1A_pc(1);protein_PRKAR1B_pc(1)	pc	167226.31600000028
cplx_HETEROTETRAMER_PRKACA_PRKAR1A_PRKAR2A_pc	cplx_HETEROTETRAMER_PRKACA_PRKAR1A_PRKAR2A	protein_PRKACA_pc;protein_PRKAR1A_pc;protein_PRKAR2A_pc	PROTSK;PROTTK	PRKACA;PRKAR1A;PRKAR2A	2;1;1			protein_PRKACA_pc(2);protein_PRKAR1A_pc(1);protein_PRKAR2A_pc(1)	pc	169661.6830000003
cplx_HETEROTETRAMER_PRKACA_PRKAR1A_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACA_PRKAR1A_PRKAR2B	protein_PRKACA_pc;protein_PRKAR1A_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACA;PRKAR1A;PRKAR2B	2;1;1			protein_PRKACA_pc(2);protein_PRKAR1A_pc(1);protein_PRKAR2B_pc(1)	pc	170441.3350000003
cplx_HETEROTETRAMER_PRKACA_PRKAR1B_pc	cplx_HETEROTETRAMER_PRKACA_PRKAR1B	protein_PRKACA_pc;protein_PRKAR1B_pc	PROTSK;PROTTK	PRKACA;PRKAR1B	2;2			protein_PRKACA_pc(2);protein_PRKAR1B_pc(2)	pc	167317.57800000027
cplx_HETEROTETRAMER_PRKACA_PRKAR1B_PRKAR2A_pc	cplx_HETEROTETRAMER_PRKACA_PRKAR1B_PRKAR2A	protein_PRKACA_pc;protein_PRKAR1B_pc;protein_PRKAR2A_pc	PROTSK;PROTTK	PRKACA;PRKAR1B;PRKAR2A	2;1;1			protein_PRKACA_pc(2);protein_PRKAR1B_pc(1);protein_PRKAR2A_pc(1)	pc	169752.9450000003
cplx_HETEROTETRAMER_PRKACA_PRKAR1B_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACA_PRKAR1B_PRKAR2B	protein_PRKACA_pc;protein_PRKAR1B_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACA;PRKAR1B;PRKAR2B	2;1;1			protein_PRKACA_pc(2);protein_PRKAR1B_pc(1);protein_PRKAR2B_pc(1)	pc	170532.5970000003
cplx_HETEROTETRAMER_PRKACA_PRKAR2A_pc	cplx_HETEROTETRAMER_PRKACA_PRKAR2A	protein_PRKACA_pc;protein_PRKAR2A_pc	PROTSK;PROTTK	PRKACA;PRKAR2A	2;2			protein_PRKACA_pc(2);protein_PRKAR2A_pc(2)	pc	172188.31200000035
cplx_HETEROTETRAMER_PRKACA_PRKAR2A_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACA_PRKAR2A_PRKAR2B	protein_PRKACA_pc;protein_PRKAR2A_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACA;PRKAR2A;PRKAR2B	2;1;1			protein_PRKACA_pc(2);protein_PRKAR2A_pc(1);protein_PRKAR2B_pc(1)	pc	172967.96400000033
cplx_HETEROTETRAMER_PRKACA_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACA_PRKAR2B	protein_PRKACA_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACA;PRKAR2B	2;2			protein_PRKACA_pc(2);protein_PRKAR2B_pc(2)	pc	173747.61600000033
cplx_MONOMER_PRKACB_pc	cplx_MONOMER_PRKACB	protein_PRKACB_pc	PROTSK;PROTTK	PRKACB	1		ASSUMED MONOMER	protein_PRKACB_pc(1)	pc	40627.33100000004
cplx_HETEROTETRAMER_PRKACB_PRKAR1A_pc	cplx_HETEROTETRAMER_PRKACB_PRKAR1A	protein_PRKACB_pc;protein_PRKAR1A_pc	PROTSK;PROTTK	PRKACB;PRKAR1A	2;2			protein_PRKACB_pc(2);protein_PRKAR1A_pc(2)	pc	167201.10800000033
cplx_HETEROTETRAMER_PRKACB_PRKAR1A_PRKAR1B_pc	cplx_HETEROTETRAMER_PRKACB_PRKAR1A_PRKAR1B	protein_PRKACB_pc;protein_PRKAR1A_pc;protein_PRKAR1B_pc	PROTSK;PROTTK	PRKACB;PRKAR1A;PRKAR1B	2;1;1			protein_PRKACB_pc(2);protein_PRKAR1A_pc(1);protein_PRKAR1B_pc(1)	pc	167292.37000000032
cplx_HETEROTETRAMER_PRKACB_PRKAR1A_PRKAR2A_pc	cplx_HETEROTETRAMER_PRKACB_PRKAR1A_PRKAR2A	protein_PRKACB_pc;protein_PRKAR1A_pc;protein_PRKAR2A_pc	PROTSK;PROTTK	PRKACB;PRKAR1A;PRKAR2A	2;1;1			protein_PRKACB_pc(2);protein_PRKAR1A_pc(1);protein_PRKAR2A_pc(1)	pc	169727.73700000037
cplx_HETEROTETRAMER_PRKACB_PRKAR1A_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACB_PRKAR1A_PRKAR2B	protein_PRKACB_pc;protein_PRKAR1A_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACB;PRKAR1A;PRKAR2B	2;1;1			protein_PRKACB_pc(2);protein_PRKAR1A_pc(1);protein_PRKAR2B_pc(1)	pc	170507.38900000034
cplx_HETEROTETRAMER_PRKACB_PRKAR1B_pc	cplx_HETEROTETRAMER_PRKACB_PRKAR1B	protein_PRKACB_pc;protein_PRKAR1B_pc	PROTSK;PROTTK	PRKACB;PRKAR1B	2;2			protein_PRKACB_pc(2);protein_PRKAR1B_pc(2)	pc	167383.6320000003
cplx_HETEROTETRAMER_PRKACB_PRKAR1B_PRKAR2A_pc	cplx_HETEROTETRAMER_PRKACB_PRKAR1B_PRKAR2A	protein_PRKACB_pc;protein_PRKAR1B_pc;protein_PRKAR2A_pc	PROTSK;PROTTK	PRKACB;PRKAR1B;PRKAR2A	2;1;1			protein_PRKACB_pc(2);protein_PRKAR1B_pc(1);protein_PRKAR2A_pc(1)	pc	169818.99900000036
cplx_HETEROTETRAMER_PRKACB_PRKAR1B_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACB_PRKAR1B_PRKAR2B	protein_PRKACB_pc;protein_PRKAR1B_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACB;PRKAR1B;PRKAR2B	2;1;1			protein_PRKACB_pc(2);protein_PRKAR1B_pc(1);protein_PRKAR2B_pc(1)	pc	170598.65100000033
cplx_HETEROTETRAMER_PRKACB_PRKAR2A_pc	cplx_HETEROTETRAMER_PRKACB_PRKAR2A	protein_PRKACB_pc;protein_PRKAR2A_pc	PROTSK;PROTTK	PRKACB;PRKAR2A	2;2			protein_PRKACB_pc(2);protein_PRKAR2A_pc(2)	pc	172254.3660000004
cplx_HETEROTETRAMER_PRKACB_PRKAR2A_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACB_PRKAR2A_PRKAR2B	protein_PRKACB_pc;protein_PRKAR2A_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACB;PRKAR2A;PRKAR2B	2;1;1			protein_PRKACB_pc(2);protein_PRKAR2A_pc(1);protein_PRKAR2B_pc(1)	pc	173034.01800000036
cplx_HETEROTETRAMER_PRKACB_PRKAR2B_pc	cplx_HETEROTETRAMER_PRKACB_PRKAR2B	protein_PRKACB_pc;protein_PRKAR2B_pc	PROTSK;PROTTK	PRKACB;PRKAR2B	2;2			protein_PRKACB_pc(2);protein_PRKAR2B_pc(2)	pc	173813.67000000033
cplx_MONOMER_PRKCA_pc	cplx_MONOMER_PRKCA	protein_PRKCA_pc	PROTSK;PROTTK	PRKCA	1		ASSUMED MONOMER	protein_PRKCA_pc(1)	pc	76745.2740000002
cplx_MONOMER_PRKCB_pc	cplx_MONOMER_PRKCB	protein_PRKCB_pc	PROTSK;PROTTK	PRKCB	1		ASSUMED MONOMER	protein_PRKCB_pc(1)	pc	76864.30100000024
cplx_MONOMER_PRKCI_pc	cplx_MONOMER_PRKCI	protein_PRKCI_pc	PROTSK;PROTTK	PRKCI	1		ASSUMED MONOMER	protein_PRKCI_pc(1)	pc	68240.65800000026
cplx_MONOMER_PRKCZ_pc	cplx_MONOMER_PRKCZ	protein_PRKCZ_pc	PROTSK;PROTTK	PRKCZ	1		ASSUMED MONOMER	protein_PRKCZ_pc(1)	pc	67640.24500000027
cplx_MONOMER_PRKD1_pc	cplx_MONOMER_PRKD1	protein_PRKD1_pc	PROTSK;PROTTK	PRKD1	1		ASSUMED MONOMER	protein_PRKD1_pc(1)	pc	101689.20999999992
cplx_HOMODIMER_PRKG1_pc	cplx_HOMODIMER_PRKG1	protein_PRKG1_pc	PROTSK;PROTTK	PRKG1	2			protein_PRKG1_pc(2)	pc	152703.40200000047
cplx_HOMOOCTOMER_PRMT1_pc	cplx_HOMOOCTOMER_PRMT1	protein_PRMT1_pc	PRMTADMA;PRMTMMA	PRMT1	8			protein_PRMT1_pc(8)	pc	339577.52000000054
cplx_HOMODIMER_PRPS1_pc	cplx_HOMODIMER_PRPS1	protein_PRPS1_pc	PRPPS;PRPPSZ	PRPS1	2			protein_PRPS1_pc(2)	pc	69663.88800000008
cplx_HOMODIMER_PRPS1L1_pc	cplx_HOMODIMER_PRPS1L1	protein_PRPS1L1_pc	PRPPS;PRPPSZ	PRPS1L1	2			protein_PRPS1L1_pc(2)	pc	69668.0180000001
cplx_HOMODIMER_PRPS2_pc	cplx_HOMODIMER_PRPS2	protein_PRPS2_pc	PRPPS;PRPPSZ	PRPS2	2			protein_PRPS2_pc(2)	pc	69529.61000000009
cplx_HOMODIMER_PRUNE1_pc	cplx_HOMODIMER_PRUNE1	protein_PRUNE1_pc	PPA	PRUNE1	2			protein_PRUNE1_pc(2)	pc	100360.06400000025
cplx_HOMODIMER_PSAT1_pc	cplx_HOMODIMER_PSAT1	protein_PSAT1_pc	ASNTA;GOATA;OPHGLXTA;OPHOXATA;GTHGLXTA;GTHOXATA;PSERT	PSAT1	2			protein_PSAT1_pc(2)	pc	80846.67400000023
cplx_HOMODIMER_PSPH_pc	cplx_HOMODIMER_PSPH	protein_PSPH_pc	PSP_L	PSPH	2			protein_PSPH_pc(2)	pc	50004.85
cplx_MONOMER_PTEN_pc	cplx_MONOMER_PTEN	protein_PTEN_pc	MI1345P3PP	PTEN	1			protein_PTEN_pc(1)	pc	47157.81600000006
cplx_MONOMER_PTGES3_pc	cplx_MONOMER_PTGES3	protein_PTGES3_pc	PGE1S;PGE2S;PGE3S	PTGES3	1		ASSUMED MONOMER	protein_PTGES3_pc(1)	pc	18677.092000000004
cplx_HOMODIMER_PTGR1_pc	cplx_HOMODIMER_PTGR1	protein_PTGR1_pc	15KPGE1Ry;15KPGE2Ry;15KPGE3Ry;15KPGF1Ry;15KPGF2Ry;15KPGF3Ry	PTGR1	2			protein_PTGR1_pc(2)	pc	71745.0900000001
cplx_HOMODIMER_PTGS1_pc	cplx_HOMODIMER_PTGS1	protein_PTGS1_pc	PGG1S;PGG2S;PGG3S	PTGS1	2			protein_PTGS1_pc(2)	pc	137367.43400000056
cplx_HOMODIMER_PTGS2_pc	cplx_HOMODIMER_PTGS2	protein_PTGS2_pc	PGG1S;PGG2S;PGG3S	PTGS2	2			protein_PTGS2_pc(2)	pc	137988.97800000038
cplx_MONOMER_PTPA_pc	cplx_MONOMER_PTPA	protein_PTPA_pc	PEPTDPROI	PTPA	1		ASSUMED MONOMER	protein_PTPA_pc(1)	pc	40657.086000000054
cplx_MONOMER_PTPN1_pc	cplx_MONOMER_PTPN1	protein_PTPN1_pc	PROTYPP	PTPN1	1		ASSUMED MONOMER	protein_PTPN1_pc(1)	pc	49957.33700000009
cplx_MONOMER_PTPN11_pc	cplx_MONOMER_PTPN11	protein_PTPN11_pc	PROTYPP	PTPN11	1		ASSUMED MONOMER	protein_PTPN11_pc(1)	pc	68008.17000000019
cplx_MONOMER_PTPN3_pc	cplx_MONOMER_PTPN3	protein_PTPN3_pc	PROTYPP	PTPN3	1		ASSUMED MONOMER	protein_PTPN3_pc(1)	pc	103981.90599999984
cplx_MONOMER_PTPN6_pc	cplx_MONOMER_PTPN6	protein_PTPN6_pc	PROTYPP	PTPN6	1		ASSUMED MONOMER	protein_PTPN6_pc(1)	pc	67561.52200000023
cplx_HOMOHEXAMER_PTS_pc	cplx_HOMOHEXAMER_PTS	protein_PTS_pc	PTHPS	PTS	6			protein_PTS_pc(6)	pc	98301.20399999993
cplx_MONOMER_PUDP_pc	cplx_MONOMER_PUDP	protein_PUDP_pc	NTDPSUMP	PUDP	1			protein_PUDP_pc(1)	pc	25239.958000000017
cplx_HOMODECAMER_PYCR3_pc	cplx_HOMODECAMER_PYCR3	protein_PYCR3_pc	HPROy;P5CRx;P5CRy	PYCR3	10			protein_PYCR3_pc(10)	pc	286640.64
cplx_HOMOTETRAMER_PYGB_pc	cplx_HOMOTETRAMER_PYGB	protein_PYGB_pc	GLPASE1;GLPASE2	PYGB	4			protein_PYGB_pc(4)	pc	386752.0199999992
cplx_HOMOTETRAMER_PYGL_pc	cplx_HOMOTETRAMER_PYGL	protein_PYGL_pc	GLPASE1;GLPASE2	PYGL	4			protein_PYGL_pc(4)	pc	388578.671999999
cplx_HOMOTETRAMER_PYGM_pc	cplx_HOMOTETRAMER_PYGM	protein_PYGM_pc	GLPASE1;GLPASE2	PYGM	4			protein_PYGM_pc(4)	pc	388344.41599999956
cplx_MONOMER_QARS1_pc	cplx_MONOMER_QARS1	protein_QARS1_pc	GLNTRS	QARS1	1			protein_QARS1_pc(1)	pc	87793.86799999996
cplx_HOMODIMER_QDPR_pc	cplx_HOMODIMER_QDPR	protein_QDPR_pc	DHPRx;DHPRy	QDPR	2			protein_QDPR_pc(2)	pc	51578.58
cplx_MONOMER_QNG1_pc	cplx_MONOMER_QNG1	protein_QNG1_pc	QMPNH	QNG1	1		ASSUMED MONOMER	protein_QNG1_pc(1)	pc	39020.13600000005
cplx_HOMODIMER_QPRT_pc	cplx_HOMODIMER_QPRT	protein_QPRT_pc	NNDPR	QPRT	2			protein_QPRT_pc(2)	pc	61680.59800000006
cplx_MONOMER_RAB10_pc	cplx_MONOMER_RAB10	protein_RAB10_pc	NTPG	RAB10	1		ASSUMED MONOMER	protein_RAB10_pc(1)	pc	22543.76899999999
cplx_MONOMER_RAB11B_pc	cplx_MONOMER_RAB11B	protein_RAB11B_pc	NTPG	RAB11B	1		ASSUMED MONOMER	protein_RAB11B_pc(1)	pc	24484.235
cplx_MONOMER_RAB1A_pc	cplx_MONOMER_RAB1A	protein_RAB1A_pc	NTPG	RAB1A	1		ASSUMED MONOMER	protein_RAB1A_pc(1)	pc	22676.554000000004
cplx_MONOMER_RAB2A_pc	cplx_MONOMER_RAB2A	protein_RAB2A_pc	NTPG	RAB2A	1		ASSUMED MONOMER	protein_RAB2A_pc(1)	pc	23542.321999999986
cplx_MONOMER_RAB2B_pc	cplx_MONOMER_RAB2B	protein_RAB2B_pc	NTPG	RAB2B	1		ASSUMED MONOMER	protein_RAB2B_pc(1)	pc	24215.167999999994
cplx_MONOMER_RAB3C_pc	cplx_MONOMER_RAB3C	protein_RAB3C_pc	NTPG	RAB3C	1		ASSUMED MONOMER	protein_RAB3C_pc(1)	pc	25945.92500000001
cplx_MONOMER_RAB5A_pc	cplx_MONOMER_RAB5A	protein_RAB5A_pc	NTPG	RAB5A	1		ASSUMED MONOMER	protein_RAB5A_pc(1)	pc	23660.491
cplx_MONOMER_RAB5B_pc	cplx_MONOMER_RAB5B	protein_RAB5B_pc	NTPG	RAB5B	1		ASSUMED MONOMER	protein_RAB5B_pc(1)	pc	23708.617000000013
cplx_MONOMER_RAB5C_pc	cplx_MONOMER_RAB5C	protein_RAB5C_pc	NTPG	RAB5C	1		ASSUMED MONOMER	protein_RAB5C_pc(1)	pc	23485.375000000004
cplx_MONOMER_RAB6B_pc	cplx_MONOMER_RAB6B	protein_RAB6B_pc	NTPG	RAB6B	1		ASSUMED MONOMER	protein_RAB6B_pc(1)	pc	23459.467000000004
cplx_MONOMER_RAB8A_pc	cplx_MONOMER_RAB8A	protein_RAB8A_pc	NTPG	RAB8A	1		ASSUMED MONOMER	protein_RAB8A_pc(1)	pc	23674.049999999996
cplx_MONOMER_RAC1_pc	cplx_MONOMER_RAC1	protein_RAC1_pc	NTPG	RAC1	1		ASSUMED MONOMER	protein_RAC1_pc(1)	pc	21454.958999999995
cplx_MONOMER_RALA_pc	cplx_MONOMER_RALA	protein_RALA_pc	NTPG	RALA	1		ASSUMED MONOMER	protein_RALA_pc(1)	pc	23566.591999999993
cplx_MONOMER_RALBP1_pc	cplx_MONOMER_RALBP1	protein_RALBP1_pc	GTHOXABCte;1SGTH2OHE1ABCte;1SGTH2OHE2ABCte;2SGTH4OHE1ABCte;2SGTH4OHE2ABCte;4GTH56DHIABCte;4SGTH2OHE1ABCte;4SGTH2OHE2ABCte;56DHIGTHABCte;ADRNLGTHABCte;ARSSELDIGTHABCte;DOPAGTHABCte;DPAMGTHABCte;GTHNOABCte;LADRNCHRGTHABCte;LDPCHRGTHABCte;LEUKTRC4ABCte;LEUKTRC5ABCte;LNRPPHRCHRGTHABCte;NRPPHRGTHABCte;PGA1GTHABC;PGA2GTHABC;PGA3GTHABC	RALBP1	1		ASSUMED MONOMER	protein_RALBP1_pc(1)	pc	76045.57300000024
cplx_MONOMER_RAN_pc	cplx_MONOMER_RAN	protein_RAN_pc	NTPG	RAN	1			protein_RAN_pc(1)	pc	24422.867000000013
cplx_MONOMER_RAP1A_pc	cplx_MONOMER_RAP1A	protein_RAP1A_pc	NTPG	RAP1A	1		ASSUMED MONOMER	protein_RAP1A_pc(1)	pc	20987.009
cplx_MONOMER_RAP2B_pc	cplx_MONOMER_RAP2B	protein_RAP2B_pc	NTPG	RAP2B	1		ASSUMED MONOMER	protein_RAP2B_pc(1)	pc	20496.123000000007
cplx_MONOMER_RARS1_pc	cplx_MONOMER_RARS1	protein_RARS1_pc	ARGTRS	RARS1	1			protein_RARS1_pc(1)	pc	75373.29300000015
cplx_HOMODIMER_RBKS_pc	cplx_HOMODIMER_RBKS	protein_RBKS_pc	RBK	RBKS	2			protein_RBKS_pc(2)	pc	68267.28200000005
cplx_MONOMER_RDH11_pc	cplx_MONOMER_RDH11	protein_RDH11_pc	RDH1y;RDH2y;RDH3y;RDH4y	RDH11	1		ASSUMED MONOMER	protein_RDH11_pc(1)	pc	35392.97000000002
