reaction	genes	rho	pvalue	subsystem	category
CRNAT_8_2E	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_8_3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_8_DC	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_9_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_9_3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
PROTKSUCT	CPT1A			Protein modification	Other
R5PCT	CRPPA			Pentose and glucuronate interconversions	Carbohydrate metabolism
RBTCT	CRPPA			Pentose and glucuronate interconversions	Carbohydrate metabolism
RU5PCT	CRPPA			Pentose and glucuronate interconversions	Carbohydrate metabolism
SELCYSTL1	CTH			Selenocompound metabolism	Amino acid metabolism
SELMETHL1	CTH			Selenocompound metabolism	Amino acid metabolism
CYSIL2	CTH;KYAT1			Cysteine and methionine metabolism	Amino acid metabolism
ASPTRS	DARS1			Aminoacyl-tRNA biosynthesis	Other
DOPACHRMDC_D	DDT			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
MAGOK	DGKA			Glycerolipid metabolism	Lipid metabolism
DHFRy	DHFR			Folate metabolism	Metabolism of cofactors and vitamins
DCMPNH	DNPH1			Nucleotide metabolism	Nucleotide metabolism
DTMPK1	DTYMK			Pyrimidine metabolism	Nucleotide metabolism
DTMPK2	DTYMK			Pyrimidine metabolism	Nucleotide metabolism
DUMPK1	DTYMK			Nucleotide metabolism	Nucleotide metabolism
DUMPK2	DTYMK			Nucleotide metabolism	Nucleotide metabolism
CHLSTD78I	EBP			Cholesterol metabolism	Lipid metabolism
CHLSTI1	EBP			Cholesterol metabolism	Lipid metabolism
GLUTRS	EPRS1			Aminoacyl-tRNA biosynthesis	Other
PROTRS	EPRS1			Aminoacyl-tRNA biosynthesis	Other
AC4OACNAMDC	ESD			Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
AC9OACNAMDC	ESD			Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
PHETRS	FARSA;FARSB			Aminoacyl-tRNA biosynthesis	Other
3OHAACPDH1	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OHAACPDH2	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OHAACPDH3	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OHAACPDH4	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OHAACPDH5	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OHAACPDH6	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OHAACPDH7	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OHAACPDH8	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OXAACPR1y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OXAACPR2y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OXAACPR3y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OXAACPR4y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OXAACPR5y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OXAACPR6y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OXAACPR7y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
3OXAACPR8y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
ACOATA	FASN			Fatty acid biosynthesis	Lipid metabolism
BKAACPSYN1	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
BKAACPSYN2	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
BKAACPSYN3	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
BKAACPSYN4	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
BKAACPSYN5	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
BKAACPSYN6	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
BKAACPSYN7	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
BKAACPSYN8	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
EACPR1y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
EACPR2y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
EACPR3y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
EACPR4y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
EACPR5y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
EACPR6y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
EACPR7y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
EACPR8y	FASN			Fatty acid biosynthesis (even-chain)	Lipid metabolism
FA120ACPH	FASN			Fatty acid biosynthesis	Lipid metabolism
FA140ACPH	FASN			Fatty acid biosynthesis	Lipid metabolism
FA160ACPH	FASN			Fatty acid biosynthesis	Lipid metabolism
FA180ACPH	FASN			Fatty acid biosynthesis	Lipid metabolism
MCOATA	FASN			Fatty acid biosynthesis	Lipid metabolism
FK	FCSK			Fructose and mannose metabolism	Carbohydrate metabolism
DMATT	FDPS			Cholesterol metabolism	Lipid metabolism
GRTT	FDPS			Cholesterol metabolism	Lipid metabolism
PEPTDPROI	FKBP1A;FKBP2;FKBP3;FKBP4;FKBP5;PPIA;PPIB;PTPA			Miscellaneous	Other
PHEMEt	FLVCR1			Transport, extracellular	Transport reactions
FRU3K	FN3K			Fructose and mannose metabolism	Carbohydrate metabolism
PROTKRBLK	FN3K;FN3KRP			Protein modification	Other
FISC	FTH1;FTL			Reactive species formation and detoxification	Reactive species
FUTGAL2A	FUT1			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
FUTGLOBO1	FUT1			Glycosphingolipid biosynthesis - globo and isoglobo series	Other
FUTINLC8CER1	FUT1			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
FUTINLC8CER2	FUT1			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
FUTLC4CER	FUT1			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
FUTLC5CER	FUT1			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
FUTNLC5CER	FUT1			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
FUTNLC6CER	FUT1			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
FUTNLC7CER	FUT1			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
FUTPGBSIDE	FUT1			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
E4PD	GAPDH			Glycolysis / Gluconeogenesis	Carbohydrate metabolism
GLYTRS	GARS1			Aminoacyl-tRNA biosynthesis	Other
GARFT	GART			Purine metabolism	Nucleotide metabolism
PRAGS	GART			Purine metabolism	Nucleotide metabolism
PRAIS	GART			Purine metabolism	Nucleotide metabolism
ACGAMNT2	GCNT2			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
GPDDA6	GDE1;GDPD1			Glycerophospholipid metabolism	Lipid metabolism
LNAPELPLD	GDPD1			Glycerophospholipid metabolism	Lipid metabolism
LPCOLPLD	GDPD1			Ether lipid metabolism	Lipid metabolism
GFUCSx	GFUS			Fructose and mannose metabolism	Carbohydrate metabolism
GFUCSy	GFUS			Fructose and mannose metabolism	Carbohydrate metabolism
GMAND	GMDS			Fructose and mannose metabolism	Carbohydrate metabolism
MAN1PT	GMPPA;GMPPB			Fructose and mannose metabolism	Carbohydrate metabolism
EHGLAT	GOT1			Arginine and proline metabolism	Amino acid metabolism
LCYSTAT	GOT1;GOT2			Cysteine and methionine metabolism	Amino acid metabolism
3HKYNAKGAT	GOT2;KYAT1			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
KYNAKGAT	GOT2;KYAT1			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
MPMOBDT	GPHN			Folate metabolism	Metabolism of cofactors and vitamins
MPTAT	GPHN			Folate metabolism	Metabolism of cofactors and vitamins
DGK1	GUK1			Purine metabolism	Nucleotide metabolism
DGK2	GUK1			Purine metabolism	Nucleotide metabolism
THGMPK	GUK1			Azathioprine and 6-mercaptopurine metabolism	Other
FACOA3OHDH_16_3OH	HACD3			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA3OHDH_17_3OH	HACD3			Fatty acid elongation (odd-chain)	Lipid metabolism
FACOA3OHDH_18_3OH	HACD3			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA3OHDH_19_3OH	HACD3			Fatty acid elongation (odd-chain)	Lipid metabolism
FACOA3OHDH_20_11Z14Z17Z3OH	HACD3			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_20_11Z14Z3OH	HACD3			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_20_11Z3OH	HACD3			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3OHDH_20_13Z3OH	HACD3			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3OHDH_20_3OH	HACD3			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA3OHDH_20_5Z8Z11Z14Z3OH	HACD3			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_20_8Z11Z14Z3OH	HACD3			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_20_8Z11Z3OH	HACD3			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3OHDH_20_9Z3OH	HACD3			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3OHDH_21_3OH	HACD3			Fatty acid elongation (odd-chain)	Lipid metabolism
FACOA3OHDH_22_10Z13Z16Z19Z3OH	HACD3			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_22_10Z13Z16Z3OH	HACD3			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_22_11Z3OH	HACD3			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3OHDH_22_13Z16Z19Z3OH	HACD3			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_22_13Z16Z3OH	HACD3			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_22_13Z3OH	HACD3			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3OHDH_22_3OH	HACD3			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA3OHDH_22_7Z10Z13Z16Z19Z3OH	HACD3			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_22_7Z10Z13Z16Z3OH	HACD3			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_23_3OH	HACD3			Fatty acid elongation (odd-chain)	Lipid metabolism
FACOA3OHDH_24_12Z15Z18Z21Z3OH	HACD3			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_24_15Z3OH	HACD3			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3OHDH_24_3OH	HACD3			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA3OHDH_24_9Z12Z15Z18Z21Z3OH	HACD3			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_24_9Z12Z15Z18Z3OH	HACD3			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3OHDH_26_17Z3OH	HACD3			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3OHDH_26_3OH	HACD3			Fatty acid elongation (even-chain)	Lipid metabolism
HISD	HAL			Histidine metabolism	Amino acid metabolism
HISTRS	HARS1			Aminoacyl-tRNA biosynthesis	Other
HBFE4ORPX	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ			Hemoglobin binding and degradation	Reactive species
HBNO2R	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ			Hemoglobin binding and degradation	Reactive species
HBO2B2	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ			Hemoglobin binding and degradation	Reactive species
METHBNO2A	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ			Hemoglobin binding and degradation	Reactive species
METHBPX	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ			Hemoglobin binding and degradation	Reactive species
NTDDCMP	HDDC2;NT5C3A			Pyrimidine metabolism	Nucleotide metabolism
PPGPPDP	HDDC3			Nucleotide metabolism	Nucleotide metabolism
HEXGA2	HEXA;HEXB			Glycosphingolipid biosynthesis - ganglio series	Other
HEXGBSIDE	HEXA;HEXB			Glycosphingolipid biosynthesis - globo and isoglobo series	Other
HEXGM2	HEXA;HEXB			Glycosphingolipid biosynthesis - ganglio series	Other
AMPAMD	HINT1			Purine metabolism	Nucleotide metabolism
THIOGUAPRT	HPRT1			Azathioprine and 6-mercaptopurine metabolism	Other
FACOA3ORy_16_3O	HSD17B12			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA3ORy_17_3O	HSD17B12			Fatty acid elongation (odd-chain)	Lipid metabolism
FACOA3ORy_18_3O	HSD17B12			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA3ORy_19_3O	HSD17B12			Fatty acid elongation (odd-chain)	Lipid metabolism
FACOA3ORy_20_11Z14Z17Z3O	HSD17B12			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3ORy_20_11Z14Z3O	HSD17B12			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3ORy_20_11Z3O	HSD17B12			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3ORy_20_13Z3O	HSD17B12			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3ORy_20_3O	HSD17B12			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA3ORy_20_5Z8Z11Z14Z3O	HSD17B12			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3ORy_20_8Z11Z14Z3O	HSD17B12			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3ORy_20_8Z11Z3O	HSD17B12			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3ORy_20_9Z3O	HSD17B12			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3ORy_21_3O	HSD17B12			Fatty acid elongation (odd-chain)	Lipid metabolism
FACOA3ORy_22_10Z13Z16Z19Z3O	HSD17B12			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3ORy_22_10Z13Z16Z3O	HSD17B12			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3ORy_22_11Z3O	HSD17B12			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3ORy_22_13Z16Z19Z3O	HSD17B12			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3ORy_22_13Z16Z3O	HSD17B12			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3ORy_22_13Z3O	HSD17B12			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3ORy_22_3O	HSD17B12			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA3ORy_22_7Z10Z13Z16Z19Z3O	HSD17B12			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3ORy_22_7Z10Z13Z16Z3O	HSD17B12			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3ORy_23_3O	HSD17B12			Fatty acid elongation (odd-chain)	Lipid metabolism
FACOA3ORy_24_12Z15Z18Z21Z3O	HSD17B12			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3ORy_24_15Z3O	HSD17B12			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3ORy_24_3O	HSD17B12			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA3ORy_24_9Z12Z15Z18Z21Z3O	HSD17B12			Omega-3 fatty acid metabolism	Lipid metabolism
FACOA3ORy_24_9Z12Z15Z18Z3O	HSD17B12			Omega-6 fatty acid metabolism	Lipid metabolism
FACOA3ORy_26_17Z3O	HSD17B12			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
FACOA3ORy_26_3O	HSD17B12			Fatty acid elongation (even-chain)	Lipid metabolism
ILETRS	IARS1			Aminoacyl-tRNA biosynthesis	Other
NTD2AMP	IMPA1;IMPA2;NT5C			Nucleotide metabolism	Nucleotide metabolism
NTD2CMP	IMPA1;IMPA2;NT5C			Nucleotide metabolism	Nucleotide metabolism
NTD2GMP	IMPA1;IMPA2;NT5C			Nucleotide metabolism	Nucleotide metabolism
NTD2UMP	IMPA1;IMPA2;NT5C			Nucleotide metabolism	Nucleotide metabolism
MI1345P5PP	INPP5A;INPP5B;INPP5D			Inositol phosphate metabolism	Carbohydrate metabolism
NTPPDI	ITPA			Nucleotide metabolism	Nucleotide metabolism
NTPPX	ITPA			Nucleotide metabolism	Nucleotide metabolism
LYSTRS	KARS1			Aminoacyl-tRNA biosynthesis	Other
METMSPYRAT	KYAT1			Selenocompound metabolism	Amino acid metabolism
SELCYSTL2	KYAT1			Selenocompound metabolism	Amino acid metabolism
LEUTRS	LARS1			Aminoacyl-tRNA biosynthesis	Other
2H3MV	LDHA;LDHB			Valine, leucine, and isoleucine metabolism	Amino acid metabolism
2HIV	LDHA;LDHB			Valine, leucine, and isoleucine metabolism	Amino acid metabolism
MCLOR	LDHA;LDHB			Cysteine and methionine metabolism	Amino acid metabolism
L2HGDHx	LDHA;LDHB;MDH1;MDH2;PHGDH			Alanine, aspartate and glutamate metabolism	Amino acid metabolism
LNSTLS	LSS			Cholesterol metabolism	Lipid metabolism
LGFTPAP	LTA4H			Peptide metabolism	Other
LGGTPAP	LTA4H			Peptide metabolism	Other
LLLTPAP	LTA4H			Peptide metabolism	Other
YYYTPAP	LTA4H			Peptide metabolism	Other
PGDF21GH	LYPLA2			Prostaglandin biosynthesis	Lipid metabolism
PGE21GH	LYPLA2			Prostaglandin biosynthesis	Lipid metabolism
A_MANASE	MAN2C1			N-glycan metabolism	Other
METTRS	MARS1			Aminoacyl-tRNA biosynthesis	Other
SELMETAT	MAT2A;MAT2B			Selenocompound metabolism	Amino acid metabolism
34HPLDH	MDH1;MDH2			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
PHLAC	MDH1;MDH2			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
SLDx	MDH1;MDH2			Cysteine and methionine metabolism	Amino acid metabolism
34HPPT	MIF			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
DCT	MIF			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
PHPYRT	MIF			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
MI13456P3PP	MINPP1			Inositol phosphate metabolism	Carbohydrate metabolism
MI1456P6PP	MINPP1			Inositol phosphate metabolism	Carbohydrate metabolism
DPMVD	MVD			Cholesterol metabolism	Lipid metabolism
NAPEPLD	NAPEPLD			Ether lipid metabolism	Lipid metabolism
ASNTRS	NARS1			Aminoacyl-tRNA biosynthesis	Other
DAGOACAH	NCEH1			Glycerolipid metabolism	Lipid metabolism
XOLEST2EH	NCEH1			Cholesterol metabolism	Lipid metabolism
NEU25	NEU1;NEU2;NEU3			Glycosphingolipid biosynthesis - ganglio series	Other
NEU31	NEU1;NEU2;NEU3			Glycosphingolipid biosynthesis - ganglio series	Other
NEU32	NEU1;NEU2;NEU3			Glycosphingolipid biosynthesis - ganglio series	Other
NEU34	NEU1;NEU2;NEU3			Glycosphingolipid biosynthesis - ganglio series	Other
NEU36	NEU1;NEU2;NEU3			Glycosphingolipid biosynthesis - ganglio series	Other
NEU24	NEU2			Glycosphingolipid biosynthesis - ganglio series	Other
NEU33	NEU2			Glycosphingolipid biosynthesis - ganglio series	Other
THGDPK	NME1;NME2			Azathioprine and 6-mercaptopurine metabolism	Other
5FLUDPK	NME1;NME2;NME3			5-fluorouracil metabolism	Other
NDPK10	NME1;NME2;NME3			Purine metabolism	Nucleotide metabolism
NDPK4	NME1;NME2;NME3			Pyrimidine metabolism	Nucleotide metabolism
NDPK5	NME1;NME2;NME3			Purine metabolism	Nucleotide metabolism
NDPK6	NME1;NME2;NME3			Pyrimidine metabolism	Nucleotide metabolism
4PYRNMAT	NMNAT3			Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NTDSAMP	NT5C2			Purine metabolism	Nucleotide metabolism
DCMPCYTDPT	NT5C3A			Pyrimidine metabolism	Nucleotide metabolism
DCMPURIPT	NT5C3A			Pyrimidine metabolism	Nucleotide metabolism
GP4AH1	NUDT2			Nucleotide metabolism	Nucleotide metabolism
AP5AH1	NUDT3			Nucleotide metabolism	Nucleotide metabolism
AP6AH1	NUDT3			Nucleotide metabolism	Nucleotide metabolism
5INS7P5PP	NUDT4			Inositol phosphate metabolism	Carbohydrate metabolism
AP6AH2	NUDT4			Nucleotide metabolism	Nucleotide metabolism
ADPGLCDP	NUDT5			Starch and sucrose metabolism	Carbohydrate metabolism
ADPMNDP	NUDT5			Fructose and mannose metabolism	Carbohydrate metabolism
INSULINGTHOR	P4HB;PDIA3;PDIA4;PDIA6;TXNDC5			Miscellaneous	Other
AIRC	PAICS			Purine metabolism	Nucleotide metabolism
PRASCS	PAICS			Purine metabolism	Nucleotide metabolism
4PCYSK	PANK2			Pantothenate and CoA metabolism	Metabolism of cofactors and vitamins
GLCNte	PANX1			Transport, extracellular	Transport reactions
APDPP	PEPD;XPNPEP1			Peptide metabolism	Other
FPDPP	PEPD;XPNPEP1			Peptide metabolism	Other
GPDPP	PEPD;XPNPEP1			Peptide metabolism	Other
LPDPP	PEPD;XPNPEP1			Peptide metabolism	Other
MPDPP	PEPD;XPNPEP1			Peptide metabolism	Other
PPDPP	PEPD;XPNPEP1			Peptide metabolism	Other
VPDPP	PEPD;XPNPEP1			Peptide metabolism	Other
PRFGS	PFAS			Purine metabolism	Nucleotide metabolism
PMANM	PGM2;PMM2			Fructose and mannose metabolism	Carbohydrate metabolism
M16BPS1	PGM2L1			Starch and sucrose metabolism	Carbohydrate metabolism
4PERP	PGP			Pentose phosphate pathway	Carbohydrate metabolism
PI35P4K	PIP5K1A;PIP5K1C			Inositol phosphate metabolism	Carbohydrate metabolism
PI3P4K	PIP5K1A;PIP5K1C			Inositol phosphate metabolism	Carbohydrate metabolism
RBVPNP	PNP			Ribavirin metabolism	Other
THIOGSNPNP	PNP			Azathioprine and 6-mercaptopurine metabolism	Other
5PPINSP5P1K	PPIP5K2			Inositol phosphate metabolism	Carbohydrate metabolism
INS6P1K	PPIP5K2			Inositol phosphate metabolism	Carbohydrate metabolism
PRPPSZ	PRPS1;PRPS1L1;PRPS2			Purine metabolism	Nucleotide metabolism
15KPGE1Ry	PTGR1			Prostaglandin biosynthesis	Lipid metabolism
15KPGE2Ry	PTGR1			Prostaglandin biosynthesis	Lipid metabolism
15KPGE3Ry	PTGR1			Prostaglandin biosynthesis	Lipid metabolism
15KPGF1Ry	PTGR1			Prostaglandin biosynthesis	Lipid metabolism
15KPGF2Ry	PTGR1			Prostaglandin biosynthesis	Lipid metabolism
15KPGF3Ry	PTGR1			Prostaglandin biosynthesis	Lipid metabolism
NTDPSUMP	PUDP			Miscellaneous	Other
GLNTRS	QARS1			Aminoacyl-tRNA biosynthesis	Other
QMPNH	QNG1			Miscellaneous	Other
NNDPR	QPRT			Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
ARGTRS	RARS1			Aminoacyl-tRNA biosynthesis	Other
RDH4y	RDH11			Retinol metabolism	Lipid metabolism
RDH1y	RDH11;RDH14			Retinol metabolism	Lipid metabolism
RDH3y	RDH11;RDH14			Retinol metabolism	Lipid metabolism
MMAt2	RHAG;RHCE;RHD			Transport, extracellular	Transport reactions
SERTRS	SARS1			Aminoacyl-tRNA biosynthesis	Other
GHMT3	SHMT1			Lysine metabolism	Amino acid metabolism
SHPK	SHPK			Pentose phosphate pathway	Carbohydrate metabolism
TRIIODTHYt2	SLC16A10;SLC3A2;SLC7A5;SLCO1A2			Transport, extracellular	Transport reactions
TETIODTHYt2	SLC16A10;SLC3A2;SLC7A5;SLCO1A2;SLCO2B1			Transport, extracellular	Transport reactions
ERGOTHtuNa	SLC22A16;SLC22A4			Transport, extracellular	Transport reactions
ACHt	SLC22A4;VDAC1			Transport, extracellular	Transport reactions
2DCYTt	SLC29A1			Transport, extracellular	Transport reactions
4PYRNt	SLC29A1			Transport, extracellular	Transport reactions
RBVt	SLC29A1			Transport, extracellular	Transport reactions
AG1tec	SLC31A1			Transport, extracellular	Transport reactions
LKYNRtr	SLC3A2;SLC43A1;SLC43A2;SLC7A5			Transport, extracellular	Transport reactions
DIIODTHYt2	SLC3A2;SLC7A5			Transport, extracellular	Transport reactions
TRPHLKYNR	SLC3A2;SLC7A5			Transport, extracellular	Transport reactions
DLEUtec	SLC43A1			Transport, extracellular	Transport reactions
HMOBD_Cltex	SLC4A1			Transport, extracellular	Transport reactions
TDECHOLAte	SLCO1A2			Transport, extracellular	Transport reactions
ESTRONESte	SLCO1A2;SLCO2B1			Transport, extracellular	Transport reactions
N1ASPMDOX	SMOX			Arginine and proline metabolism	Amino acid metabolism
N1SPRMOX	SMOX			Arginine and proline metabolism	Amino acid metabolism
RBTDG2_Dx	SORD			Pentose and glucuronate interconversions	Carbohydrate metabolism
THRTLD_Lx	SORD			Pentose and glucuronate interconversions	Carbohydrate metabolism
CMPACNAGA1	ST3GAL1;ST3GAL2			Glycosphingolipid biosynthesis - ganglio series	Other
CMPACNAGALBSD	ST3GAL1;ST3GAL2			Glycosphingolipid biosynthesis - globo and isoglobo series	Other
CMPACNAGD1B	ST3GAL1;ST3GAL2			Glycosphingolipid biosynthesis - ganglio series	Other
CMPACNAGM1	ST3GAL1;ST3GAL2			Glycosphingolipid biosynthesis - ganglio series	Other
THRTRS	TARS1			Aminoacyl-tRNA biosynthesis	Other
FACOA2ERy_16_2E	TECR			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA2ERy_17_2E	TECR			Fatty acid elongation (odd-chain)	Lipid metabolism
FACOA2ERy_18_2E	TECR			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA2ERy_19_2E	TECR			Fatty acid elongation (odd-chain)	Lipid metabolism
FACOA2ERy_20_2E	TECR			Fatty acid elongation (even-chain)	Lipid metabolism
FACOA2ERy_20_2E11Z	TECR			Fatty acid biosynthesis (unsaturated)	Lipid metabolism
