Variables		Abundance and Age	Abundance and Age	Abundance and BMI	Abundance and BMI	Abundance and Weight	Abundance and Weight	Abundance and Height	Abundance and Height	Abundance and Hemolysis.volume	Abundance and Hemolysis.volume	Abundance and Hemolysis.hct	Abundance and Hemolysis.hct	Abundance and Hemolysis.storage_total_hb	Abundance and Hemolysis.storage_total_hb	Abundance and Hemolysis.storage_pct_hemol	Abundance and Hemolysis.storage_pct_hemol	Abundance and Hemolysis.pink_total_hb	Abundance and Hemolysis.pink_total_hb	Abundance and Hemolysis.pink_pct_hemol	Abundance and Hemolysis.pink_pct_hemol	Abundance and Recall.Transfer.Storage.Hemolysis	Abundance and Recall.Transfer.Storage.Hemolysis	Abundance and Recall.Transfer.Osmotic.Hemolysis	Abundance and Recall.Transfer.Osmotic.Hemolysis	Abundance and Recall.Transfer.Oxidative.Hemolysis	Abundance and Recall.Transfer.Oxidative.Hemolysis	Abundance and Adjusted.Storage.Hemolysis	Abundance and Adjusted.Storage.Hemolysis	Abundance and Adjusted.Osmotic.Hemolysis	Abundance and Adjusted.Osmotic.Hemolysis	Abundance and Adjusted.Oxidative.Hemolysis	Abundance and Adjusted.Oxidative.Hemolysis	Abundance and CBC.WBC	Abundance and CBC.WBC	Abundance and CBC.RBC	Abundance and CBC.RBC	Abundance and CBC.HGB	Abundance and CBC.HGB	Abundance and CBC.HCT	Abundance and CBC.HCT	Abundance and CBC.MCV	Abundance and CBC.MCV	Abundance and CBC.RDW	Abundance and CBC.RDW	Abundance and CBC.PLT	Abundance and CBC.PLT	Abundance and Ferritin	Abundance and Ferritin	subsystem	category
NTDDTMP	HDDC2;NT5C;NT5C3A	0.1426841634297889	7.22150929835436e-10	-0.1039634300559108	7.522772290599615e-06	-0.103293323040929	8.614545191267778e-06	-0.0309811138391976	0.1831080769986951	0.0266142660038218	0.2528176292021463	0.441827804004731	3.686901082718861e-89	0.3782529361512742	6.246986897453822e-64	-0.0876846053170199	0.0001625489714227	-0.0050336219846177	0.8287989877501413	-0.0681326647611654	0.0033859572091118	-0.0785635182751996	0.0007923882295592	-0.0596655027652959	0.0108766449775332	-0.1224152302611151	1.605956747445219e-07	-0.0562033591357161	0.0157610912917028	0.0405237831766923	0.081580549038125	-0.0735981889937189	0.0068235592830454	0.0289032662372512	0.21879059678333	-0.0017390327368917	0.9410299506546608	0.031658028955391	0.177975792938117	0.0435850453946057	0.063608843284902	0.0656815019163372	0.005158038710687	-0.1135648763124244	1.256371302726604e-06	0.1320414238121332	1.6855128312644032e-08	-0.0192924981127207	0.4075600342969256	Pyrimidine metabolism	Nucleotide metabolism
GUAPRT	HPRT1	0.0595621302827907	0.0104365252560783	-0.0618177512530596	0.0078561869156099	-0.0711546501777298	0.0022086985536304	-0.0451570538380911	0.0522698280651434	-0.0466927715398705	0.0447515066902102	0.2470609085659649	4.22738113859361e-27	0.2342603237037097	1.8640539971774183e-24	0.0051180262276191	0.8261130586888127	0.0399829010778535	0.0857375542638477	-0.0971105035198892	2.893577207932838e-05	-0.0590181601960575	0.0117702412003773	-0.0835876009799777	0.0003559614044268	0.0109697820059186	0.6399218372511062	0.0318867953786589	0.1709779633132906	-0.0183016491588607	0.4316966769071492	-0.0237802650598564	0.3826321075763315	0.0634607932837576	0.0068875456336571	0.0886375129213775	0.0001581438131771	0.0173033411891735	0.4616647179703546	0.0622831680084296	0.0080018919908034	-0.0657035704784168	0.0051430229056816	-0.0557391106872938	0.0176496482772462	0.0949287197380122	5.182486361593174e-05	-0.0406278757858239	0.0810465791226998	Purine metabolism	Nucleotide metabolism
HXPRT	HPRT1	0.0595621302827907	0.0104365252560783	-0.0618177512530596	0.0078561869156099	-0.0711546501777298	0.0022086985536304	-0.0451570538380911	0.0522698280651434	-0.0466927715398705	0.0447515066902102	0.2470609085659649	4.22738113859361e-27	0.2342603237037097	1.8640539971774183e-24	0.0051180262276191	0.8261130586888127	0.0399829010778535	0.0857375542638477	-0.0971105035198892	2.893577207932838e-05	-0.0590181601960575	0.0117702412003773	-0.0835876009799777	0.0003559614044268	0.0109697820059186	0.6399218372511062	0.0318867953786589	0.1709779633132906	-0.0183016491588607	0.4316966769071492	-0.0237802650598564	0.3826321075763315	0.0634607932837576	0.0068875456336571	0.0886375129213775	0.0001581438131771	0.0173033411891735	0.4616647179703546	0.0622831680084296	0.0080018919908034	-0.0657035704784168	0.0051430229056816	-0.0557391106872938	0.0176496482772462	0.0949287197380122	5.182486361593174e-05	-0.0406278757858239	0.0810465791226998	Purine metabolism	Nucleotide metabolism
LLACPHEHYD	CNDP2	0.1276167137265839	3.694951942922104e-08	-0.0030815734925467	0.8946817521670503	-0.0138742603403381	0.5511371652204154	-0.0104677631748053	0.6529268224307867	0.0581264558028271	0.0124479631685412	0.2971532247864161	5.454168786278442e-39	0.2242919979079851	1.6710626490287562e-22	-0.0516770465008572	0.02644002671162	-0.0430508912742192	0.064271290096515	0.0104826959028678	0.6524642330840515	-0.0162021089226241	0.4895868713935352	0.0137205643985462	0.5584632847831246	-0.1069341736028004	4.803185023951472e-06	-0.0307141187534827	0.1872711757403362	0.0655542804255366	0.0048143861448395	-0.0013924970151609	0.9592328966877934	0.0345047102366868	0.1420482499157636	0.0073032603670195	0.756050113722704	0.0546035995418691	0.0201000983488984	0.0453893856994033	0.0533867605861345	0.0429287841564564	0.0677063513482575	-0.0042949237684799	0.855034004193938	-0.0072669688677708	0.757224165216572	-0.0140805684594053	0.5455582932828912	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
METSOXTRD	MSRA	0.1156572111440716	6.186933764161129e-07	-0.1572258586013268	1.0710047487841396e-11	-0.1712096444312204	1.264724961236276e-13	-0.0890064779762439	0.0001274884571459	0.0587794091471401	0.0114941111426582	0.4961196222073233	2.063514219212288e-115	0.3745230084923644	1.2919111574401152e-62	-0.1245140732753253	8.069020164838407e-08	-0.0391837868631297	0.0921905371336409	-0.1177084066274226	3.888888182135531e-07	-0.0895729498611838	0.0001294864879759	-0.0999663826353011	1.922878798563162e-05	-0.2134187638501213	3.3449936552273964e-20	-0.0991782039236717	1.975114789099032e-05	-0.0082199167032794	0.7239927072385612	-0.0694288772294175	0.0107199895622098	0.0270351359462331	0.2500463685446213	-0.0542167798142138	0.021000090998557	-0.0227115738187065	0.333926841400585	-0.0245775218034493	0.2957263760885884	0.0672405305527619	0.0041894444110296	-0.0831192580344385	0.0003972931120815	0.1717880545728397	1.8069593342193312e-13	-0.0447169541870876	0.0548065178394999	Protein modification	Other
PROTMSOXTRD	MSRA	0.1156572111440716	6.186933764161129e-07	-0.1572258586013268	1.0710047487841396e-11	-0.1712096444312204	1.264724961236276e-13	-0.0890064779762439	0.0001274884571459	0.0587794091471401	0.0114941111426582	0.4961196222073233	2.063514219212288e-115	0.3745230084923644	1.2919111574401152e-62	-0.1245140732753253	8.069020164838407e-08	-0.0391837868631297	0.0921905371336409	-0.1177084066274226	3.888888182135531e-07	-0.0895729498611838	0.0001294864879759	-0.0999663826353011	1.922878798563162e-05	-0.2134187638501213	3.3449936552273964e-20	-0.0991782039236717	1.975114789099032e-05	-0.0082199167032794	0.7239927072385612	-0.0694288772294175	0.0107199895622098	0.0270351359462331	0.2500463685446213	-0.0542167798142138	0.021000090998557	-0.0227115738187065	0.333926841400585	-0.0245775218034493	0.2957263760885884	0.0672405305527619	0.0041894444110296	-0.0831192580344385	0.0003972931120815	0.1717880545728397	1.8069593342193312e-13	-0.0447169541870876	0.0548065178394999	Cysteine and methionine metabolism	Amino acid metabolism
PAFS	LPCAT1;LPCAT3	0.0970782140207561	2.911412169851229e-05	-0.1430202310520535	6.582098168866082e-10	-0.1697078505661535	2.0752258403623938e-13	-0.1072427181274348	3.829997750218682e-06	0.0433322854874458	0.0625469093381736	0.452090475711838	9.142440397693344e-94	0.3414543388713295	1.0990048277394274e-51	-0.102168051976942	1.097535555860846e-05	-0.0189418468705061	0.4157588568913738	-0.1598195961670676	4.839835642903858e-12	-0.0742132773886744	0.0015290519338724	-0.1367783687506976	4.619727614290736e-09	-0.193722075902159	7.417385606980541e-17	-0.0826357369196081	0.0003806274220119	-0.0608182459807278	0.0089193692493428	-0.0089239688846363	0.7432214212454407	-0.0125767664681492	0.5926398972189432	-0.0681078807052633	0.0037250085851226	-0.0713920740020641	0.0023597228799439	-0.0696143636379917	0.0030281248199837	0.0224954044982102	0.338549316883977	-0.0477529319722849	0.0421046627760993	0.1642200453707217	2.0151899556638066e-12	-0.06069382931541	0.0091166779470671	Glycerophospholipid metabolism	Lipid metabolism
2HB_BUTtex	BSG;EMB;SLC16A1;SLC16A7	0.1018361076724895	1.1534103714948264e-05	-0.0330388532807317	0.1556912390196262	-0.0196227016915401	0.3991957945311021	0.0079421552361482	0.7329570266063621	-0.0270922568940817	0.244392559539503	0.1914322829529375	1.035226494683823e-16	0.1685208189596967	3.059737232161297e-13	-0.0059875376242964	0.7971683659529987	-0.0026252457439755	0.9102058696531922	-0.0035727777913982	0.8780162402506275	-0.0460761939313333	0.0493088273808551	-0.0178415207341108	0.446721494322032	0.0019401172764209	0.93406289332878	0.0186957833188496	0.4222206878580493	0.0457724606056696	0.0491390405626085	-0.0703213845893891	0.0097497875505087	-0.0069096531751847	0.7688130379619756	0.0147422519042202	0.5305653601814377	0.0039618061961153	0.8661672565945919	0.0396447736164209	0.0915877214539197	0.0222746976983715	0.3433109548997247	-0.0370463120357563	0.1149278316284814	0.0723951976446999	0.0020450583828327	-0.0375021196589158	0.1073278696197682	Transport, extracellular	Transport reactions
2HB_PPAtex	BSG;EMB;SLC16A1;SLC16A7	0.1018361076724895	1.1534103714948264e-05	-0.0330388532807317	0.1556912390196262	-0.0196227016915401	0.3991957945311021	0.0079421552361482	0.7329570266063621	-0.0270922568940817	0.244392559539503	0.1914322829529375	1.035226494683823e-16	0.1685208189596967	3.059737232161297e-13	-0.0059875376242964	0.7971683659529987	-0.0026252457439755	0.9102058696531922	-0.0035727777913982	0.8780162402506275	-0.0460761939313333	0.0493088273808551	-0.0178415207341108	0.446721494322032	0.0019401172764209	0.93406289332878	0.0186957833188496	0.4222206878580493	0.0457724606056696	0.0491390405626085	-0.0703213845893891	0.0097497875505087	-0.0069096531751847	0.7688130379619756	0.0147422519042202	0.5305653601814377	0.0039618061961153	0.8661672565945919	0.0396447736164209	0.0915877214539197	0.0222746976983715	0.3433109548997247	-0.0370463120357563	0.1149278316284814	0.0723951976446999	0.0020450583828327	-0.0375021196589158	0.1073278696197682	Transport, extracellular	Transport reactions
2HBt2	BSG;EMB;SLC16A1;SLC16A7	0.1018361076724895	1.1534103714948264e-05	-0.0330388532807317	0.1556912390196262	-0.0196227016915401	0.3991957945311021	0.0079421552361482	0.7329570266063621	-0.0270922568940817	0.244392559539503	0.1914322829529375	1.035226494683823e-16	0.1685208189596967	3.059737232161297e-13	-0.0059875376242964	0.7971683659529987	-0.0026252457439755	0.9102058696531922	-0.0035727777913982	0.8780162402506275	-0.0460761939313333	0.0493088273808551	-0.0178415207341108	0.446721494322032	0.0019401172764209	0.93406289332878	0.0186957833188496	0.4222206878580493	0.0457724606056696	0.0491390405626085	-0.0703213845893891	0.0097497875505087	-0.0069096531751847	0.7688130379619756	0.0147422519042202	0.5305653601814377	0.0039618061961153	0.8661672565945919	0.0396447736164209	0.0915877214539197	0.0222746976983715	0.3433109548997247	-0.0370463120357563	0.1149278316284814	0.0723951976446999	0.0020450583828327	-0.0375021196589158	0.1073278696197682	Transport, extracellular	Transport reactions
2OBUT_2HBtex	BSG;EMB;SLC16A1;SLC16A7	0.1018361076724895	1.1534103714948264e-05	-0.0330388532807317	0.1556912390196262	-0.0196227016915401	0.3991957945311021	0.0079421552361482	0.7329570266063621	-0.0270922568940817	0.244392559539503	0.1914322829529375	1.035226494683823e-16	0.1685208189596967	3.059737232161297e-13	-0.0059875376242964	0.7971683659529987	-0.0026252457439755	0.9102058696531922	-0.0035727777913982	0.8780162402506275	-0.0460761939313333	0.0493088273808551	-0.0178415207341108	0.446721494322032	0.0019401172764209	0.93406289332878	0.0186957833188496	0.4222206878580493	0.0457724606056696	0.0491390405626085	-0.0703213845893891	0.0097497875505087	-0.0069096531751847	0.7688130379619756	0.0147422519042202	0.5305653601814377	0.0039618061961153	0.8661672565945919	0.0396447736164209	0.0915877214539197	0.0222746976983715	0.3433109548997247	-0.0370463120357563	0.1149278316284814	0.0723951976446999	0.0020450583828327	-0.0375021196589158	0.1073278696197682	Transport, extracellular	Transport reactions
PYR_2HBtex	BSG;EMB;SLC16A1;SLC16A7	0.1018361076724895	1.1534103714948264e-05	-0.0330388532807317	0.1556912390196262	-0.0196227016915401	0.3991957945311021	0.0079421552361482	0.7329570266063621	-0.0270922568940817	0.244392559539503	0.1914322829529375	1.035226494683823e-16	0.1685208189596967	3.059737232161297e-13	-0.0059875376242964	0.7971683659529987	-0.0026252457439755	0.9102058696531922	-0.0035727777913982	0.8780162402506275	-0.0460761939313333	0.0493088273808551	-0.0178415207341108	0.446721494322032	0.0019401172764209	0.93406289332878	0.0186957833188496	0.4222206878580493	0.0457724606056696	0.0491390405626085	-0.0703213845893891	0.0097497875505087	-0.0069096531751847	0.7688130379619756	0.0147422519042202	0.5305653601814377	0.0039618061961153	0.8661672565945919	0.0396447736164209	0.0915877214539197	0.0222746976983715	0.3433109548997247	-0.0370463120357563	0.1149278316284814	0.0723951976446999	0.0020450583828327	-0.0375021196589158	0.1073278696197682	Transport, extracellular	Transport reactions
5MTAtec	SLC29A1	0.0263140913239735	0.2582107341380036	-0.1295975968891492	2.257485740199569e-08	-0.1371888664356499	3.1891491914423182e-09	-0.0609123344914094	0.0088140777256207	0.0333751869551037	0.1515227117017866	0.2743942544886412	2.816568821746089e-33	0.186666218491856	5.95399692392735e-16	-0.1401723002424532	1.478606902399427e-09	-0.0241047741622661	0.3003541115992806	-0.0839648400835695	0.0003021477483637	-0.0537314819378266	0.0218494406630099	-0.0830864621986152	0.0003863054182987	-0.2084694896463539	2.497577142948568e-19	-0.1352193041441823	5.5096262000046175e-09	-0.0430100735565232	0.0645246471109088	-0.0434659366011234	0.1104183591998593	-0.025385289116179	0.2801337100328314	-0.1565831673302415	2.053750971163166e-11	-0.029962762122347	0.2023627811076467	-0.0726931452639756	0.0019592958224497	0.1570545557582823	1.7853433970209798e-11	-0.08371939786831	0.0003603506475388	0.1238609502145752	1.2285061891050233e-07	0.0244880922051003	0.2931239714698715	Transport, extracellular	Transport reactions
GALK	GALK1;GALK2	0.0438569615225122	0.0594338056218645	-0.1426315964749414	7.326851722954881e-10	-0.1564062196396416	1.3728218366567392e-11	-0.0838567003942439	0.0003076387780444	0.0592787137446164	0.0108090366176607	0.4409573085473884	8.914358731675441e-89	0.3082764100078449	5.611011334792363e-42	-0.122472019957907	1.313818205433336e-07	-0.0809192383893232	0.0004977885506084	-0.0880238066177328	0.0001513793009703	-0.0910060494861104	0.0001006902158506	-0.1010725055659921	1.5518799408522745e-05	-0.1998427600606814	7.366717652460883e-18	-0.1078462422989823	3.437578626229516e-06	-0.0002289625265414	0.9921520811101284	-0.059521382704686	0.028752128262581	-0.0040832050292852	0.8621067442395652	-0.0542123231143257	0.0210106613701322	-0.011004200130779	0.6397036068016629	-0.0390344344330876	0.0966956993279841	0.0431329622265664	0.0664088926730118	-0.1032178832631825	1.0702637914646644e-05	0.1276985117908645	4.9135403718007815e-08	-0.0128341499681206	0.5816883313741199	Galactose metabolism	Carbohydrate metabolism
PI4PP	SACM1L;SYNJ1	0.0959882855150594	3.578490720435556e-05	-0.1400699954598703	1.4743945200998064e-09	-0.1515158536952359	5.876606189822925e-11	-0.0713275226545415	0.0021543346515646	0.0590442629652358	0.0111260659246548	0.4645034963513481	1.4981516832161386e-99	0.3297024075660961	4.160533661649964e-48	-0.12031528444331	2.180004788222351e-07	-0.0625336325421442	0.0071659543464577	-0.1172362446716046	4.330566301566513e-07	-0.0739261971191606	0.0015949995357516	-0.1192170489737136	3.3593697982213645e-07	-0.1907413508645664	2.222384640947968e-16	-0.0923034398364522	7.170868050656395e-05	-0.0171301948689072	0.4617581443041266	-0.046916086164946	0.0848597455546707	0.0060128021421108	0.7981236479029602	-0.0379237627566269	0.1065730199995742	-0.0272346175839458	0.2465674630384411	-0.0197339240707031	0.4011732354241184	0.0414951172970001	0.0774144818110194	-0.0454713049829176	0.0529572531679541	0.1463756049069589	3.842274508139556e-10	-0.0385887225334283	0.0975168269357653	Inositol phosphate metabolism	Carbohydrate metabolism
MTHFD	MTHFD1	0.0796091705010522	0.0006139164150673	-0.0263278000216379	0.257962712455177	-0.0297738452175	0.2007750001678069	-0.0134472445036953	0.5634598505652986	0.1106235033310288	1.8704175616793403e-06	0.2455532993520472	8.822943728744247e-27	0.1804465930483118	5.448541268895278e-15	-0.0313393823487464	0.1784466527176542	-0.0731899644487096	0.0016416037575716	0.0928126395271113	6.447839374202037e-05	0.0005081947184807	0.982710083161926	0.0985559433234558	2.5192562840688893e-05	-0.1231313365001016	1.357818495768998e-07	-0.0379906803762364	0.1028240260027979	0.1146957313210595	7.670544553127186e-07	-0.0523147555964076	0.0546432285688437	-0.0371867434220373	0.1135571126587183	-0.1458481270256821	4.4461971108324715e-10	-0.0204540919459801	0.3842065956023958	-0.0914297179664953	9.722183782314271e-05	0.1167086284245256	6.305763004481955e-07	-0.052024348321885	0.0267928366428417	-0.0040056889980658	0.8646990644049324	0.0137401788239838	0.5553139307719803	Folate metabolism	Metabolism of cofactors and vitamins
DTMPCYTDPT	NT5C3A	0.1038101988857767	7.760103364206109e-06	-0.1040105273381254	7.451230262685946e-06	-0.1116467194068739	1.4994280784035004e-06	-0.039416497947231	0.090272349854172	0.05585795273489	0.0163283362348881	0.4208684129146655	3.1199741487639063e-80	0.3493537381776931	3.526410983411197e-54	-0.0909500758408823	9.150336462255704e-05	-0.0122958165164055	0.5973331589942728	-0.1004760995645172	1.5092384400007316e-05	-0.0770855231327229	0.0009943350059197	-0.0759700452815088	0.0011772050027916	-0.1110464598320709	2.032668886422425e-06	-0.0595855238251287	0.0104688808619431	1.956554637726609e-05	0.9993293606636028	-0.0349718920980856	0.1990888134379631	0.0383004982709313	0.1031368023091425	-0.0363495583269313	0.1219219445007828	0.0146697873543177	0.5325880475738242	0.0064916687441098	0.7824352121716793	0.0787423782839245	0.0007943088156108	-0.1199787485889029	3.02000153678426e-07	0.1429754971521342	9.755796789620696e-10	-0.0147040457125836	0.5279125288865363	Nucleotide metabolism	Nucleotide metabolism
DTMPURIPT	NT5C3A	0.1038101988857767	7.760103364206109e-06	-0.1040105273381254	7.451230262685946e-06	-0.1116467194068739	1.4994280784035004e-06	-0.039416497947231	0.090272349854172	0.05585795273489	0.0163283362348881	0.4208684129146655	3.1199741487639063e-80	0.3493537381776931	3.526410983411197e-54	-0.0909500758408823	9.150336462255704e-05	-0.0122958165164055	0.5973331589942728	-0.1004760995645172	1.5092384400007316e-05	-0.0770855231327229	0.0009943350059197	-0.0759700452815088	0.0011772050027916	-0.1110464598320709	2.032668886422425e-06	-0.0595855238251287	0.0104688808619431	1.956554637726609e-05	0.9993293606636028	-0.0349718920980856	0.1990888134379631	0.0383004982709313	0.1031368023091425	-0.0363495583269313	0.1219219445007828	0.0146697873543177	0.5325880475738242	0.0064916687441098	0.7824352121716793	0.0787423782839245	0.0007943088156108	-0.1199787485889029	3.02000153678426e-07	0.1429754971521342	9.755796789620696e-10	-0.0147040457125836	0.5279125288865363	Nucleotide metabolism	Nucleotide metabolism
DUMPCYTDPT	NT5C3A	0.1038101988857767	7.760103364206109e-06	-0.1040105273381254	7.451230262685946e-06	-0.1116467194068739	1.4994280784035004e-06	-0.039416497947231	0.090272349854172	0.05585795273489	0.0163283362348881	0.4208684129146655	3.1199741487639063e-80	0.3493537381776931	3.526410983411197e-54	-0.0909500758408823	9.150336462255704e-05	-0.0122958165164055	0.5973331589942728	-0.1004760995645172	1.5092384400007316e-05	-0.0770855231327229	0.0009943350059197	-0.0759700452815088	0.0011772050027916	-0.1110464598320709	2.032668886422425e-06	-0.0595855238251287	0.0104688808619431	1.956554637726609e-05	0.9993293606636028	-0.0349718920980856	0.1990888134379631	0.0383004982709313	0.1031368023091425	-0.0363495583269313	0.1219219445007828	0.0146697873543177	0.5325880475738242	0.0064916687441098	0.7824352121716793	0.0787423782839245	0.0007943088156108	-0.1199787485889029	3.02000153678426e-07	0.1429754971521342	9.755796789620696e-10	-0.0147040457125836	0.5279125288865363	Pyrimidine metabolism	Nucleotide metabolism
DUMPURIPT	NT5C3A	0.1038101988857767	7.760103364206109e-06	-0.1040105273381254	7.451230262685946e-06	-0.1116467194068739	1.4994280784035004e-06	-0.039416497947231	0.090272349854172	0.05585795273489	0.0163283362348881	0.4208684129146655	3.1199741487639063e-80	0.3493537381776931	3.526410983411197e-54	-0.0909500758408823	9.150336462255704e-05	-0.0122958165164055	0.5973331589942728	-0.1004760995645172	1.5092384400007316e-05	-0.0770855231327229	0.0009943350059197	-0.0759700452815088	0.0011772050027916	-0.1110464598320709	2.032668886422425e-06	-0.0595855238251287	0.0104688808619431	1.956554637726609e-05	0.9993293606636028	-0.0349718920980856	0.1990888134379631	0.0383004982709313	0.1031368023091425	-0.0363495583269313	0.1219219445007828	0.0146697873543177	0.5325880475738242	0.0064916687441098	0.7824352121716793	0.0787423782839245	0.0007943088156108	-0.1199787485889029	3.02000153678426e-07	0.1429754971521342	9.755796789620696e-10	-0.0147040457125836	0.5279125288865363	Pyrimidine metabolism	Nucleotide metabolism
